Year, Week, Age Group,A (H1),A (Unable to Subtype),A (H3),A (H1N1)pdm09,A (Subtyping not Performed),B (Victoria Lineage),B (Yamagata Lineage),B (Lineage Unspecified),H3N2v
2006,4,25-64 yr,1,0,86,0,10,0,0,0,0
2006,5,25-64 yr,1,0,89,0,10,0,0,5,0
2006,6,25-64 yr,2,0,95,0,23,0,0,10,0
2006,7,25-64 yr,1,0,122,0,35,0,0,6,0
2006,8,25-64 yr,3,0,119,0,31,0,0,3,0
2006,9,25-64 yr,6,0,126,0,31,0,0,6,0
2006,10,25-64 yr,7,0,116,0,40,0,0,10,0
2006,11,25-64 yr,3,0,76,0,11,0,0,15,0
2006,12,25-64 yr,6,0,58,0,11,0,0,21,0
2006,13,25-64 yr,3,0,33,0,9,0,0,22,0
2006,14,25-64 yr,3,0,15,0,12,0,0,21,0
2006,15,25-64 yr,4,0,19,0,4,0,0,8,0
2006,16,25-64 yr,7,0,10,0,1,0,0,9,0
2006,17,25-64 yr,1,0,2,0,0,0,0,9,0
2006,18,25-64 yr,2,0,2,0,0,0,0,4,0
2006,19,25-64 yr,4,0,0,0,1,0,0,2,0
2006,20,25-64 yr,2,0,0,0,1,0,0,3,0
2006,21,25-64 yr,2,0,0,0,0,0,0,4,0
2006,22,25-64 yr,3,0,0,0,0,0,0,1,0
2006,23,25-64 yr,3,0,0,0,0,0,0,1,0
2006,24,25-64 yr,0,0,0,0,0,0,0,2,0
2006,25,25-64 yr,2,0,0,0,0,0,0,0,0
2006,26,25-64 yr,0,0,0,0,0,0,0,1,0
2006,27,25-64 yr,0,0,0,0,0,0,0,0,0
2006,28,25-64 yr,0,0,0,0,0,0,0,0,0
2006,29,25-64 yr,0,0,0,0,0,0,0,0,0
2006,30,25-64 yr,1,0,1,0,0,0,0,0,0
2006,31,25-64 yr,2,0,0,0,0,0,0,0,0
2006,32,25-64 yr,0,0,0,0,0,0,0,0,0
2006,33,25-64 yr,1,0,0,0,0,0,0,0,0
2006,34,25-64 yr,2,0,0,0,0,0,0,0,0
2006,35,25-64 yr,0,0,0,0,0,0,0,0,0
2006,36,25-64 yr,2,0,0,0,0,0,0,0,0
2006,37,25-64 yr,2,0,0,0,0,0,0,0,0
2006,38,25-64 yr,1,0,0,0,0,0,0,0,0
2006,39,25-64 yr,2,0,0,0,1,0,0,0,0
2005,40,65+ yr,0,0,0,0,1,0,0,0,0
2005,41,65+ yr,0,0,1,0,0,0,0,0,0
2005,42,65+ yr,0,0,0,0,0,0,0,0,0
2005,43,65+ yr,0,0,0,0,0,0,0,0,0
2005,44,65+ yr,0,0,2,0,0,0,0,1,0
2005,45,65+ yr,0,0,2,0,0,0,0,0,0
2005,46,65+ yr,0,0,3,0,0,0,0,0,0
2005,47,65+ yr,0,0,2,0,1,0,0,0,0
2005,48,65+ yr,1,0,7,0,1,0,0,0,0
2005,49,65+ yr,0,0,20,0,2,0,0,0,0
2005,50,65+ yr,0,0,35,0,8,0,0,0,0
2005,51,65+ yr,0,0,36,0,0,0,0,1,0
2005,52,65+ yr,0,0,63,0,6,0,0,0,0
2006,1,65+ yr,0,0,50,0,12,0,0,0,0
2006,2,65+ yr,0,0,56,0,4,0,0,1,0
2006,3,65+ yr,0,0,43,0,5,0,0,0,0
2006,4,65+ yr,0,0,22,0,9,0,0,0,0
2006,5,65+ yr,0,0,37,0,9,0,0,1,0
2006,6,65+ yr,0,0,17,0,18,0,0,3,0
2006,7,65+ yr,1,0,43,0,16,0,0,0,0
2006,8,65+ yr,3,0,42,0,22,0,0,1,0
2006,9,65+ yr,0,0,56,0,30,0,0,1,0
2006,10,65+ yr,0,0,77,0,18,0,0,1,0
2006,11,65+ yr,0,0,55,0,17,0,0,3,0
2006,12,65+ yr,1,0,33,0,15,0,0,5,0
2006,13,65+ yr,1,0,24,0,10,0,0,6,0
2006,14,65+ yr,0,0,14,0,11,0,0,7,0
2006,15,65+ yr,0,0,10,0,2,0,0,1,0
2006,16,65+ yr,0,0,6,0,6,0,0,0,0
2006,17,65+ yr,0,0,0,0,2,0,0,0,0
2006,18,65+ yr,0,0,3,0,1,0,0,1,0
2006,19,65+ yr,0,0,0,0,2,0,0,1,0
2006,20,65+ yr,0,0,0,0,4,0,0,0,0
2006,21,65+ yr,0,0,0,0,0,0,0,0,0
2006,22,65+ yr,0,0,0,0,0,0,0,1,0
2006,23,65+ yr,0,0,0,0,0,0,0,1,0
2006,24,65+ yr,0,0,0,0,0,0,0,0,0
2006,25,65+ yr,0,0,0,0,0,0,0,1,0
2006,26,65+ yr,1,0,1,0,0,0,0,0,0
2006,27,65+ yr,1,0,0,0,0,0,0,0,0
2006,28,65+ yr,0,0,0,0,0,0,0,0,0
2006,29,65+ yr,0,0,0,0,0,0,0,0,0
2006,30,65+ yr,0,0,0,0,0,0,0,0,0
2006,31,65+ yr,0,0,0,0,0,0,0,0,0
2006,32,65+ yr,0,0,0,0,0,0,0,0,0
2006,33,65+ yr,0,0,0,0,0,0,0,0,0
2006,34,65+ yr,0,0,0,0,0,0,0,0,0
2006,35,65+ yr,1,0,0,0,0,0,0,0,0
2006,36,65+ yr,0,0,0,0,0,0,0,0,0
2006,37,65+ yr,0,0,0,0,0,0,0,0,0
2006,38,65+ yr,0,0,0,0,0,0,0,0,0
2006,39,65+ yr,1,0,0,0,0,0,0,0,0
2004,40,0-4 yr,0,0,1,0,0,0,0,0,0
2004,41,0-4 yr,0,0,1,0,1,0,0,0,0
2004,42,0-4 yr,0,0,2,0,0,0,0,2,0
2004,43,0-4 yr,0,0,2,0,0,0,0,0,0
2004,44,0-4 yr,0,0,4,0,0,0,0,0,0
2004,45,0-4 yr,0,0,0,0,0,0,0,2,0
2004,46,0-4 yr,0,0,5,0,0,0,0,1,0
2004,47,0-4 yr,0,0,3,0,0,0,0,3,0
2004,48,0-4 yr,0,0,4,0,0,0,0,6,0
2004,49,0-4 yr,0,0,5,0,0,0,0,2,0
2004,50,0-4 yr,0,0,10,0,0,0,0,2,0
2004,51,0-4 yr,1,0,16,0,3,0,0,6,0
2004,52,0-4 yr,0,0,51,0,4,0,0,10,0
2005,1,0-4 yr,0,0,50,0,7,0,0,25,0
2005,2,0-4 yr,0,0,35,0,14,0,0,20,0
2005,3,0-4 yr,0,0,37,0,8,0,0,17,0
2005,4,0-4 yr,0,0,46,0,23,0,0,19,0
2005,5,0-4 yr,0,0,58,0,22,0,0,35,0
2005,6,0-4 yr,0,0,61,0,20,0,0,30,0
2005,7,0-4 yr,0,0,60,0,11,0,0,45,0
2005,8,0-4 yr,0,0,56,0,17,0,0,33,0
2005,9,0-4 yr,0,0,23,0,13,0,0,26,0
2005,10,0-4 yr,0,0,15,0,6,0,0,25,0
2005,11,0-4 yr,0,0,17,0,3,0,0,47,0
2005,12,0-4 yr,0,0,12,0,3,0,0,40,0
2005,13,0-4 yr,0,0,6,0,1,0,0,16,0
2005,14,0-4 yr,0,0,6,0,2,0,0,8,0
2005,15,0-4 yr,0,0,0,0,0,0,0,8,0
2005,16,0-4 yr,0,0,7,0,0,0,0,4,0
2005,17,0-4 yr,0,0,3,0,0,0,0,6,0
2005,18,0-4 yr,0,0,1,0,0,0,0,5,0
2005,19,0-4 yr,0,0,3,0,0,0,0,1,0
2005,20,0-4 yr,0,0,2,0,0,0,0,2,0
2005,21,0-4 yr,0,0,2,0,0,0,0,1,0
2005,22,0-4 yr,0,0,2,0,0,0,0,2,0
2005,23,0-4 yr,0,0,0,0,0,0,0,1,0
2005,24,0-4 yr,0,0,0,0,0,0,0,1,0
2005,25,0-4 yr,0,0,0,0,0,0,0,0,0
2005,26,0-4 yr,0,0,0,0,0,0,0,0,0
2005,27,0-4 yr,0,0,0,0,0,0,0,0,0
2005,28,0-4 yr,0,0,0,0,0,0,0,0,0
2005,29,0-4 yr,0,0,0,0,0,0,0,0,0
2005,30,0-4 yr,0,0,0,0,0,0,0,0,0
2005,31,0-4 yr,0,0,0,0,0,0,0,0,0
2005,32,0-4 yr,0,0,0,0,0,0,0,0,0
2005,33,0-4 yr,1,0,0,0,0,0,0,0,0
2005,34,0-4 yr,0,0,0,0,0,0,0,0,0
2005,35,0-4 yr,0,0,0,0,0,0,0,0,0
2005,36,0-4 yr,0,0,0,0,0,0,0,0,0
2005,37,0-4 yr,0,0,0,0,0,0,0,0,0
2005,38,0-4 yr,0,0,1,0,0,0,0,0,0
2005,39,0-4 yr,0,0,0,0,0,0,0,0,0
2004,40,5-24 yr,0,0,0,0,0,0,0,0,0
2004,41,5-24 yr,0,0,3,0,0,0,0,0,0
2004,42,5-24 yr,0,0,1,0,0,0,0,1,0
2004,43,5-24 yr,0,0,3,0,0,0,0,4,0
2004,44,5-24 yr,0,0,4,0,0,0,0,10,0
2004,45,5-24 yr,0,0,2,0,0,0,0,14,0
2004,46,5-24 yr,0,0,7,0,13,0,0,8,0
2004,47,5-24 yr,0,0,7,0,2,0,0,8,0
2004,48,5-24 yr,0,0,18,0,1,0,0,9,0
2004,49,5-24 yr,0,0,22,0,4,0,0,11,0
2004,50,5-24 yr,1,0,37,0,6,0,0,7,0
2004,51,5-24 yr,0,0,46,0,13,0,0,11,0
2004,52,5-24 yr,0,0,79,0,9,0,0,24,0
2005,1,5-24 yr,1,0,86,0,16,0,0,25,0
2005,2,5-24 yr,0,0,91,0,36,0,0,44,0
2005,3,5-24 yr,0,0,105,0,32,0,0,38,0
2005,4,5-24 yr,1,0,170,0,65,0,0,42,0
2005,5,5-24 yr,0,0,249,0,72,0,0,69,0
2005,6,5-24 yr,2,0,226,0,62,0,0,82,0
2005,7,5-24 yr,1,0,255,0,60,0,0,112,0
2005,8,5-24 yr,1,0,161,0,35,0,0,124,0
2005,9,5-24 yr,0,0,88,0,26,0,0,83,0
2005,10,5-24 yr,0,0,61,0,19,0,0,39,0
2005,11,5-24 yr,0,0,47,0,10,0,0,70,0
2005,12,5-24 yr,0,0,34,0,6,0,0,42,0
2005,13,5-24 yr,2,0,15,0,2,0,0,43,0
2005,14,5-24 yr,0,0,11,0,4,0,0,34,0
2005,15,5-24 yr,0,0,3,0,0,0,0,23,0
2005,16,5-24 yr,0,0,5,0,2,0,0,10,0
2005,17,5-24 yr,0,0,1,0,0,0,0,5,0
2005,18,5-24 yr,0,0,2,0,0,0,0,8,0
2005,19,5-24 yr,0,0,3,0,0,0,0,4,0
2005,20,5-24 yr,0,0,9,0,0,0,0,3,0
2005,21,5-24 yr,0,0,2,0,0,0,0,6,0
2005,22,5-24 yr,0,0,1,0,0,0,0,0,0
2005,23,5-24 yr,0,0,1,0,0,0,0,1,0
2005,24,5-24 yr,0,0,2,0,0,0,0,5,0
2005,25,5-24 yr,0,0,1,0,0,0,0,1,0
2005,26,5-24 yr,0,0,0,0,0,0,0,0,0
2005,27,5-24 yr,0,0,0,0,0,0,0,1,0
2005,28,5-24 yr,0,0,0,0,0,0,0,0,0
2005,29,5-24 yr,0,0,0,0,0,0,0,1,0
2005,30,5-24 yr,0,0,1,0,0,0,0,0,0
2005,31,5-24 yr,0,0,0,0,0,0,0,0,0
2005,32,5-24 yr,0,0,1,0,0,0,0,0,0
2005,33,5-24 yr,0,0,0,0,0,0,0,0,0
2005,34,5-24 yr,0,0,0,0,0,0,0,0,0
2005,35,5-24 yr,0,0,0,0,0,0,0,1,0
2005,36,5-24 yr,0,0,0,0,0,0,0,0,0
2005,37,5-24 yr,0,0,3,0,0,0,0,0,0
2005,38,5-24 yr,0,0,0,0,0,0,0,0,0
2005,39,5-24 yr,0,0,1,0,0,0,0,0,0
2004,40,25-64 yr,0,0,1,0,0,0,0,2,0
2004,41,25-64 yr,0,0,3,0,0,0,0,0,0
2004,42,25-64 yr,0,0,7,0,2,0,0,1,0
2004,43,25-64 yr,0,0,2,0,0,0,0,2,0
2004,44,25-64 yr,0,0,7,0,0,0,0,3,0
2004,45,25-64 yr,0,0,13,0,0,0,0,3,0
2004,46,25-64 yr,0,0,20,0,5,0,0,2,0
2004,47,25-64 yr,0,0,7,0,2,0,0,5,0
2004,48,25-64 yr,0,0,28,0,3,0,0,8,0
2004,49,25-64 yr,0,0,33,0,3,0,0,4,0
2004,50,25-64 yr,0,0,30,0,16,0,0,13,0
2004,51,25-64 yr,0,0,66,0,18,0,0,10,0
2004,52,25-64 yr,0,0,130,0,29,0,0,28,0
2005,1,25-64 yr,1,0,153,0,50,0,0,41,0
2005,2,25-64 yr,1,0,116,0,26,0,0,35,0
2005,3,25-64 yr,1,0,125,0,41,0,0,48,0
2005,4,25-64 yr,0,0,159,0,43,0,0,61,0
2005,5,25-64 yr,0,0,188,0,66,0,0,76,0
2005,6,25-64 yr,0,0,178,0,41,0,0,81,0
2005,7,25-64 yr,0,0,194,0,53,0,0,79,0
2005,8,25-64 yr,0,0,159,0,30,0,0,87,0
2005,9,25-64 yr,0,0,56,0,31,0,0,80,0
2005,10,25-64 yr,0,0,40,0,16,0,0,55,0
2005,11,25-64 yr,0,0,36,0,9,0,0,48,0
2005,12,25-64 yr,0,0,29,0,4,0,0,50,0
2005,13,25-64 yr,1,0,18,0,5,0,0,36,0
2005,14,25-64 yr,0,0,17,0,1,0,0,27,0
2005,15,25-64 yr,0,0,4,0,1,0,0,21,0
2005,16,25-64 yr,0,0,5,0,0,0,0,19,0
2005,17,25-64 yr,0,0,3,0,0,0,0,10,0
2005,18,25-64 yr,0,0,2,0,0,0,0,4,0
2005,19,25-64 yr,0,0,3,0,0,0,0,4,0
2005,20,25-64 yr,0,0,4,0,0,0,0,3,0
2005,21,25-64 yr,0,0,0,0,0,0,0,0,0
2005,22,25-64 yr,0,0,2,0,0,0,0,7,0
2005,23,25-64 yr,0,0,1,0,0,0,0,3,0
2005,24,25-64 yr,0,0,0,0,0,0,0,0,0
2005,25,25-64 yr,0,0,3,0,0,0,0,2,0
2005,26,25-64 yr,0,0,0,0,0,0,0,0,0
2005,27,25-64 yr,0,0,1,0,0,0,0,1,0
2005,28,25-64 yr,0,0,0,0,0,0,0,0,0
2005,29,25-64 yr,0,0,0,0,0,0,0,0,0
2005,30,25-64 yr,0,0,0,0,0,0,0,1,0
2005,31,25-64 yr,0,0,0,0,0,0,0,0,0
2005,32,25-64 yr,0,0,2,0,0,0,0,0,0
2005,33,25-64 yr,0,0,0,0,0,0,0,0,0
2005,34,25-64 yr,0,0,0,0,2,0,0,0,0
2005,35,25-64 yr,0,0,0,0,0,0,0,0,0
2005,36,25-64 yr,0,0,1,0,0,0,0,0,0
2005,37,25-64 yr,0,0,1,0,0,0,0,0,0
2005,38,25-64 yr,0,0,1,0,0,0,0,0,0
2005,39,25-64 yr,0,0,1,0,0,0,0,0,0
2004,40,65+ yr,0,0,2,0,0,0,0,0,0
2004,41,65+ yr,0,0,3,0,0,0,0,0,0
2004,42,65+ yr,0,0,4,0,3,0,0,1,0
2004,43,65+ yr,0,0,5,0,0,0,0,0,0
2004,44,65+ yr,0,0,4,0,2,0,0,0,0
2004,45,65+ yr,0,0,10,0,2,0,0,1,0
2004,46,65+ yr,0,0,5,0,1,0,0,0,0
2004,47,65+ yr,0,0,0,0,0,0,0,0,0
2004,48,65+ yr,0,0,8,0,7,0,0,1,0
2004,49,65+ yr,0,0,20,0,6,0,0,1,0
2004,50,65+ yr,0,0,25,0,1,0,0,0,0
2004,51,65+ yr,0,0,25,0,10,0,0,2,0
2004,52,65+ yr,0,0,52,0,31,0,0,7,0
2005,1,65+ yr,0,0,69,0,55,0,0,4,0
2005,2,65+ yr,0,0,33,0,34,0,0,2,0
2005,3,65+ yr,1,0,58,0,30,0,0,7,0
2005,4,65+ yr,0,0,85,0,32,0,0,5,0
2005,5,65+ yr,0,0,104,0,40,0,0,10,0
2005,6,65+ yr,0,0,105,0,31,0,0,15,0
2005,7,65+ yr,0,0,100,0,35,0,0,18,0
2005,8,65+ yr,0,0,97,0,26,0,0,18,0
2005,9,65+ yr,0,0,33,0,25,0,0,14,0
2005,10,65+ yr,0,0,29,0,11,0,0,12,0
2005,11,65+ yr,0,0,35,0,16,0,0,7,0
2005,12,65+ yr,0,0,15,0,7,0,0,14,0
2005,13,65+ yr,0,0,12,0,4,0,0,6,0
2005,14,65+ yr,0,0,12,0,2,0,0,3,0
2005,15,65+ yr,0,0,6,0,1,0,0,0,0
2005,16,65+ yr,1,0,4,0,2,0,0,6,0
2005,17,65+ yr,0,0,2,0,0,0,0,2,0
2005,18,65+ yr,0,0,2,0,0,0,0,1,0
2005,19,65+ yr,0,0,3,0,0,0,0,2,0
2005,20,65+ yr,0,0,3,0,0,0,0,0,0
2005,21,65+ yr,0,0,0,0,2,0,0,1,0
2005,22,65+ yr,0,0,0,0,1,0,0,2,0
2005,23,65+ yr,0,0,2,0,0,0,0,2,0
2005,24,65+ yr,0,0,1,0,0,0,0,1,0
2005,25,65+ yr,0,0,1,0,0,0,0,0,0
2005,26,65+ yr,0,0,0,0,0,0,0,1,0
2005,27,65+ yr,0,0,0,0,0,0,0,0,0
2005,28,65+ yr,0,0,0,0,0,0,0,0,0
2005,29,65+ yr,0,0,0,0,0,0,0,0,0
2005,30,65+ yr,0,0,0,0,0,0,0,0,0
2005,31,65+ yr,0,0,0,0,0,0,0,0,0
2005,32,65+ yr,0,0,0,0,0,0,0,0,0
2005,33,65+ yr,0,0,0,0,3,0,0,0,0
2005,34,65+ yr,0,0,2,0,0,0,0,0,0
2005,35,65+ yr,0,0,1,0,0,0,0,0,0
2005,36,65+ yr,0,0,0,0,0,0,0,0,0
2005,37,65+ yr,0,0,0,0,0,0,0,1,0
2005,38,65+ yr,0,0,0,0,0,0,0,0,0
2005,39,65+ yr,0,0,0,0,0,0,0,0,0
2003,40,0-4 yr,0,0,1,0,0,0,0,0,0
2003,41,0-4 yr,0,0,0,0,0,0,0,0,0
2003,42,0-4 yr,0,0,5,0,0,0,0,0,0
2003,43,0-4 yr,0,0,5,0,0,0,0,1,0
2003,44,0-4 yr,0,0,17,0,2,0,0,0,0
2003,45,0-4 yr,0,0,38,0,0,0,0,0,0
2003,46,0-4 yr,0,0,45,0,11,0,0,0,0
2003,47,0-4 yr,0,0,73,0,31,0,0,0,0
2003,48,0-4 yr,0,0,75,0,51,0,0,1,0
2003,49,0-4 yr,0,0,187,0,113,0,0,0,0
2003,50,0-4 yr,0,0,307,0,119,0,0,1,0
2003,51,0-4 yr,0,0,258,0,93,0,0,1,0
2003,52,0-4 yr,0,0,167,0,92,0,0,1,0
2003,53,0-4 yr,0,0,158,0,38,0,0,0,0
2004,1,0-4 yr,0,0,91,0,28,0,0,1,0
2004,2,0-4 yr,0,0,62,0,12,0,0,0,0
2004,3,0-4 yr,0,0,30,0,8,0,0,0,0
2004,4,0-4 yr,0,0,40,0,0,0,0,0,0
2004,5,0-4 yr,0,0,7,0,1,0,0,0,0
2004,6,0-4 yr,0,0,4,0,0,0,0,0,0
2004,7,0-4 yr,0,0,1,0,0,0,0,1,0
2004,8,0-4 yr,0,0,1,0,0,0,0,0,0
2004,9,0-4 yr,0,0,2,0,0,0,0,1,0
2004,10,0-4 yr,0,0,1,0,0,0,0,0,0
2004,11,0-4 yr,0,0,4,0,0,0,0,0,0
2004,12,0-4 yr,0,0,2,0,0,0,0,1,0
2004,13,0-4 yr,0,0,1,0,0,0,0,2,0
2004,14,0-4 yr,0,0,0,0,0,0,0,1,0
2004,15,0-4 yr,0,0,0,0,0,0,0,0,0
2004,16,0-4 yr,0,0,1,0,0,0,0,1,0
2004,17,0-4 yr,0,0,0,0,0,0,0,1,0
2004,18,0-4 yr,0,0,0,0,1,0,0,0,0
2004,19,0-4 yr,0,0,0,0,0,0,0,0,0
2004,20,0-4 yr,0,0,0,0,0,0,0,0,0
2004,21,0-4 yr,0,0,0,0,0,0,0,0,0
2004,22,0-4 yr,0,0,0,0,0,0,0,0,0
2004,23,0-4 yr,0,0,0,0,0,0,0,0,0
2004,24,0-4 yr,0,0,0,0,0,0,0,1,0
2004,25,0-4 yr,0,0,0,0,0,0,0,1,0
2004,26,0-4 yr,0,0,0,0,0,0,0,0,0
2004,27,0-4 yr,0,0,0,0,0,0,0,0,0
2004,28,0-4 yr,0,0,0,0,0,0,0,0,0
2004,29,0-4 yr,0,0,0,0,0,0,0,0,0
2004,30,0-4 yr,0,0,0,0,0,0,0,0,0
2004,31,0-4 yr,0,0,0,0,0,0,0,0,0
2004,32,0-4 yr,0,0,0,0,0,0,0,0,0
2004,33,0-4 yr,0,0,0,0,0,0,0,0,0
2004,34,0-4 yr,0,0,0,0,0,0,0,0,0
2004,35,0-4 yr,0,0,1,0,0,0,0,0,0
2004,36,0-4 yr,0,0,0,0,0,0,0,0,0
2004,37,0-4 yr,0,0,0,0,0,0,0,0,0
2004,38,0-4 yr,0,0,0,0,0,0,0,0,0
2004,39,0-4 yr,0,0,1,0,1,0,0,0,0
2003,40,5-24 yr,0,0,1,0,0,0,0,1,0
2003,41,5-24 yr,0,0,1,0,0,0,0,0,0
2003,42,5-24 yr,0,0,7,0,1,0,0,0,0
2003,43,5-24 yr,0,0,36,0,12,0,0,0,0
2003,44,5-24 yr,0,0,53,0,7,0,0,0,0
2003,45,5-24 yr,0,0,163,0,10,0,0,1,0
2003,46,5-24 yr,0,0,223,0,19,0,0,0,0
2003,47,5-24 yr,0,0,317,0,43,0,0,0,0
2003,48,5-24 yr,0,0,239,0,61,0,0,1,0
2003,49,5-24 yr,0,0,368,0,149,0,0,1,0
2003,50,5-24 yr,0,0,632,0,196,0,0,0,0
2003,51,5-24 yr,0,0,421,0,126,0,0,0,0
2003,52,5-24 yr,0,0,167,0,93,0,0,0,0
2003,53,5-24 yr,0,0,84,0,26,0,0,0,0
2004,1,5-24 yr,0,0,52,0,17,0,0,0,0
2004,2,5-24 yr,0,0,36,0,15,0,0,1,0
2004,3,5-24 yr,0,0,22,0,12,0,0,0,0
2004,4,5-24 yr,0,0,22,0,5,0,0,1,0
2004,5,5-24 yr,0,0,12,0,4,0,0,1,0
2004,6,5-24 yr,0,0,8,0,1,0,0,0,0
2004,7,5-24 yr,0,0,4,0,0,0,0,0,0
2004,8,5-24 yr,0,0,2,0,0,0,0,1,0
2004,9,5-24 yr,0,0,1,0,1,0,0,0,0
2004,10,5-24 yr,0,0,0,0,0,0,0,0,0
2004,11,5-24 yr,0,0,0,0,0,0,0,0,0
2004,12,5-24 yr,0,0,1,0,0,0,0,1,0
2004,13,5-24 yr,0,0,1,0,0,0,0,1,0
2004,14,5-24 yr,0,0,0,0,0,0,0,0,0
2004,15,5-24 yr,0,0,0,0,0,0,0,0,0
2004,16,5-24 yr,0,0,0,0,0,0,0,0,0
2004,17,5-24 yr,0,0,0,0,0,0,0,0,0
2004,18,5-24 yr,0,0,0,0,0,0,0,0,0
2004,19,5-24 yr,0,0,0,0,0,0,0,0,0
2004,20,5-24 yr,0,0,0,0,0,0,0,1,0
2004,21,5-24 yr,0,0,0,0,0,0,0,1,0
2004,22,5-24 yr,0,0,0,0,0,0,0,1,0
2004,23,5-24 yr,0,0,0,0,0,0,0,2,0
2004,24,5-24 yr,0,0,0,0,0,0,0,0,0
2004,25,5-24 yr,0,0,0,0,0,0,0,0,0
2004,26,5-24 yr,0,0,1,0,0,0,0,1,0
2004,27,5-24 yr,0,0,0,0,0,0,0,1,0
2004,28,5-24 yr,0,0,0,0,0,0,0,0,0
2004,29,5-24 yr,0,0,0,0,0,0,0,2,0
2004,30,5-24 yr,0,0,0,0,0,0,0,0,0
2004,31,5-24 yr,0,0,1,0,0,0,0,0,0
2004,32,5-24 yr,0,0,1,0,0,0,0,0,0
2004,33,5-24 yr,0,0,0,0,0,0,0,1,0
2004,34,5-24 yr,0,0,0,0,0,0,0,0,0
2004,35,5-24 yr,0,0,0,0,0,0,0,0,0
2004,36,5-24 yr,0,0,0,0,0,0,0,1,0
2004,37,5-24 yr,0,0,0,0,0,0,0,0,0
2004,38,5-24 yr,0,0,1,0,0,0,0,0,0
2004,39,5-24 yr,0,0,0,0,0,0,0,1,0
2003,40,25-64 yr,0,0,0,0,0,0,0,0,0
2003,41,25-64 yr,0,0,2,0,0,0,0,0,0
2003,42,25-64 yr,0,0,4,0,0,0,0,0,0
2003,43,25-64 yr,0,0,11,0,1,0,0,0,0
2003,44,25-64 yr,0,0,22,0,5,0,0,0,0
2003,45,25-64 yr,1,0,26,0,3,0,0,0,0
2003,46,25-64 yr,0,0,83,0,12,0,0,0,0
2003,47,25-64 yr,0,0,108,0,22,0,0,0,0
2003,48,25-64 yr,0,0,106,0,51,0,0,0,0
2003,49,25-64 yr,0,0,248,0,125,0,0,0,0
2003,50,25-64 yr,0,0,253,0,115,0,0,0,0
2003,51,25-64 yr,0,0,224,0,82,0,0,1,0
2003,52,25-64 yr,0,0,114,0,61,0,0,0,0
2003,53,25-64 yr,0,0,89,0,52,0,0,0,0
2004,1,25-64 yr,0,0,61,0,29,0,0,0,0
2004,2,25-64 yr,0,0,20,0,15,0,0,0,0
2004,3,25-64 yr,0,0,25,0,5,0,0,1,0
2004,4,25-64 yr,0,0,14,0,4,0,0,1,0
2004,5,25-64 yr,1,0,8,0,1,0,0,0,0
2004,6,25-64 yr,0,0,3,0,1,0,0,1,0
2004,7,25-64 yr,0,0,11,0,1,0,0,0,0
2004,8,25-64 yr,0,0,3,0,0,0,0,0,0
2004,9,25-64 yr,0,0,1,0,0,0,0,3,0
2004,10,25-64 yr,0,0,0,0,0,0,0,2,0
2004,11,25-64 yr,0,0,0,0,1,0,0,0,0
2004,12,25-64 yr,0,0,0,0,0,0,0,0,0
2004,13,25-64 yr,0,0,0,0,0,0,0,0,0
2004,14,25-64 yr,0,0,0,0,0,0,0,0,0
2004,15,25-64 yr,0,0,0,0,0,0,0,3,0
2004,16,25-64 yr,0,0,0,0,0,0,0,2,0
2004,17,25-64 yr,0,0,0,0,0,0,0,1,0
2004,18,25-64 yr,0,0,0,0,0,0,0,0,0
2004,19,25-64 yr,0,0,0,0,0,0,0,0,0
2004,20,25-64 yr,0,0,0,0,0,0,0,1,0
2004,21,25-64 yr,0,0,1,0,0,0,0,1,0
2004,22,25-64 yr,0,0,0,0,0,0,0,0,0
2004,23,25-64 yr,0,0,0,0,0,0,0,0,0
2004,24,25-64 yr,0,0,0,0,0,0,0,0,0
2004,25,25-64 yr,0,0,1,0,0,0,0,0,0
2004,26,25-64 yr,0,0,0,0,0,0,0,1,0
2004,27,25-64 yr,0,0,0,0,0,0,0,0,0
2004,28,25-64 yr,0,0,0,0,0,0,0,1,0
2004,29,25-64 yr,0,0,0,0,0,0,0,0,0
2004,30,25-64 yr,0,0,0,0,0,0,0,0,0
2004,31,25-64 yr,0,0,0,0,0,0,0,0,0
2004,32,25-64 yr,0,0,0,0,0,0,0,0,0
2004,33,25-64 yr,0,0,0,0,0,0,0,0,0
2004,34,25-64 yr,0,0,0,0,0,0,0,0,0
2004,35,25-64 yr,0,0,1,0,0,0,0,0,0
2004,36,25-64 yr,0,0,0,0,0,0,0,0,0
2004,37,25-64 yr,0,0,1,0,0,0,0,0,0
2004,38,25-64 yr,0,0,0,0,0,0,0,1,0
2004,39,25-64 yr,0,0,1,0,0,0,0,0,0
2003,40,65+ yr,0,0,0,0,0,0,0,0,0
2003,41,65+ yr,0,0,0,0,0,0,0,0,0
2003,42,65+ yr,0,0,0,0,0,0,0,0,0
2003,43,65+ yr,0,0,2,0,0,0,0,0,0
2003,44,65+ yr,0,0,2,0,0,0,0,0,0
2003,45,65+ yr,0,0,5,0,1,0,0,0,0
2003,46,65+ yr,0,0,12,0,5,0,0,0,0
2003,47,65+ yr,0,0,27,0,4,0,0,0,0
2003,48,65+ yr,0,0,24,0,5,0,0,0,0
2003,49,65+ yr,0,0,82,0,33,0,0,1,0
2003,50,65+ yr,0,0,99,0,40,0,0,0,0
2003,51,65+ yr,0,0,94,0,53,0,0,0,0
