PERCENTAGE OF VISITS FOR INFLUENZA-LIKE-ILLNESS REPORTED BY SENTINEL PROVIDERS,,,,,,,,,,,,,,,,
REGION TYPE,REGION,YEAR,WEEK,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 25-49,AGE 25-64,AGE 5-24,AGE 50-64,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS,,ILITOTAL
National,X,2015,1,4.23597,4.09049,7183,8229,X,9709,3673,3076,31870,1990,779124,2015_1,31870
National,X,2015,2,4.25906,3.97007,7078,7115,X,12121,2953,2346,31613,1998,796284,2015_2,31613
National,X,2015,3,4.25894,4.16348,7869,6616,X,14107,2996,2042,33630,1992,807737,2015_3,33630
National,X,2015,4,3.96436,3.87995,7148,5971,X,13289,2609,1926,30943,1980,797511,2015_4,30943
National,X,2015,5,3.62255,3.45752,6683,5511,X,12252,2428,1689,28563,1980,826112,2015_5,28563
National,X,2015,6,3.25951,3.07142,6449,5022,X,10450,2114,1542,25577,1948,832742,2015_6,25577
National,X,2015,7,2.97443,2.86241,5575,4423,X,8271,1895,1305,21469,1936,750032,2015_7,21469
National,X,2015,8,2.57971,2.38197,4861,4172,X,7391,1803,1285,19512,1968,819154,2015_8,19512
National,X,2015,9,2.51744,2.36643,4659,4036,X,7265,1733,1095,18788,1935,793940,2015_9,18788
National,X,2015,10,2.40365,2.24152,4742,3776,X,6832,1704,1089,18143,1927,809407,2015_10,18143
National,X,2015,11,2.20952,2.10069,4584,3576,X,6188,1617,1023,16988,1904,808688,2015_11,16988
National,X,2015,12,2.08501,2.04023,4436,3389,X,6126,1519,955,16425,1866,805058,2015_12,16425
National,X,2015,13,1.99699,1.96781,4207,3050,X,5730,1350,916,15253,1838,775126,2015_13,15253
National,X,2015,14,1.75992,1.77159,3925,2992,X,4728,1440,903,13988,1839,789571,2015_14,13988
National,X,2015,15,1.58133,1.53301,3470,2535,X,4309,1203,794,12311,1830,803059,2015_15,12311
National,X,2015,16,1.40304,1.45004,3200,2100,X,4055,995,671,11021,1789,760046,2015_16,11021
National,X,2015,17,1.49285,1.47939,3222,2190,X,4368,910,621,11311,1775,764572,2015_17,11311
National,X,2015,18,1.42422,1.45612,3139,2163,X,4171,866,607,10946,1759,751726,2015_18,10946
National,X,2015,19,1.38085,1.37686,2819,1876,X,3734,837,625,9891,1711,718374,2015_19,9891
National,X,2015,20,1.29095,1.35864,2802,1841,X,3390,768,488,9289,1645,683700,2015_20,9289
National,X,2015,21,1.2689,1.32292,2611,1557,X,2834,684,514,8200,1611,619839,2015_21,8200
National,X,2015,22,1.23618,1.17496,2235,1440,X,2463,617,472,7227,1539,615084,2015_22,7227
National,X,2015,23,1.10196,1.1445,2125,1424,X,2409,611,465,7034,1485,614592,2015_23,7034
National,X,2015,24,0.991186,1.00715,1748,1266,X,2158,517,419,6108,1489,606462,2015_24,6108
National,X,2015,25,0.986438,1.03642,1912,1258,X,2032,522,446,6170,1476,595316,2015_25,6170
National,X,2015,26,0.986662,1.01623,1692,1143,X,1781,453,386,5455,1445,536787,2015_26,5455
National,X,2015,27,0.903832,0.897493,1561,1156,X,1761,471,380,5329,1457,593765,2015_27,5329
National,X,2015,28,0.847875,0.857995,1505,1109,X,1698,428,342,5082,1448,592311,2015_28,5082
National,X,2015,29,0.7889,0.837546,1426,1106,X,1600,445,331,4908,1439,585998,2015_29,4908
National,X,2015,30,0.784654,0.840539,1424,1083,X,1540,448,303,4798,1386,570824,2015_30,4798
National,X,2015,31,0.786636,0.85527,1413,1110,X,1688,441,330,4982,1398,582506,2015_31,4982
National,X,2015,32,0.837102,0.850177,1342,1142,X,1770,421,296,4971,1374,584702,2015_32,4971
National,X,2015,33,0.85255,0.88041,1454,1211,X,1916,462,366,5409,1390,614373,2015_33,5409
National,X,2015,34,0.855974,0.916136,1686,1213,X,2111,450,362,5822,1388,635495,2015_34,5822
National,X,2015,35,0.910364,0.996053,1653,1327,X,2420,510,330,6240,1386,626473,2015_35,6240
National,X,2015,36,0.95371,1.07391,1729,1398,X,2310,499,345,6281,1381,584872,2015_36,6281
National,X,2015,37,1.07347,1.13321,2021,1506,X,2897,587,409,7420,1401,654777,2015_37,7420
National,X,2015,38,1.13914,1.23336,2200,1668,X,3121,663,447,8099,1396,656663,2015_38,8099
National,X,2015,39,1.14961,1.24307,2207,1830,X,2936,720,428,8121,1361,653303,2015_39,8121
National,X,2015,40,1.27228,1.26479,2866,2058,X,3744,897,626,10191,1970,805746,2015_40,10191
National,X,2015,41,1.33841,1.33029,2996,2085,X,3976,907,676,10640,1979,799825,2015_41,10640
National,X,2015,42,1.40045,1.41368,3255,2354,X,4346,950,651,11556,1998,817441,2015_42,11556
National,X,2015,43,1.39238,1.36882,3135,2255,X,4140,926,693,11149,2005,814500,2015_43,11149
National,X,2015,44,1.47952,1.48309,3587,2457,X,4775,937,694,12450,2054,839465,2015_44,12450
National,X,2015,45,1.54532,1.54494,3731,2509,X,4712,941,742,12635,2030,817831,2015_45,12635
National,X,2015,46,1.64238,1.62532,3952,2658,X,5067,1025,768,13470,2027,828761,2015_46,13470
National,X,2015,47,1.94444,1.91565,3959,2426,X,4054,981,703,12123,2002,632839,2015_47,12123
National,X,2015,48,1.72387,1.74368,4459,3008,X,5071,1232,829,14599,2046,837250,2015_48,14599
National,X,2015,49,1.83466,1.83277,4590,2900,X,5373,1251,873,14987,2025,817723,2015_49,14987
National,X,2015,50,1.92413,1.9781,5111,2950,X,5090,1251,936,15338,1995,775392,2015_50,15338
National,X,2015,51,2.36367,2.42502,5355,2871,X,4297,1248,998,14769,1981,609027,2015_51,14769
National,X,2015,52,2.46448,2.42004,5681,3257,X,4000,1516,1169,15623,1952,645567,2015_52,15623
National,X,2016,1,1.9951,2.00413,4768,3593,X,4485,1631,1158,15635,2005,780140,2016_1,15635
National,X,2016,2,2.04124,2.00081,4559,3163,X,5348,1371,1011,15452,2006,772288,2016_2,15452
National,X,2016,3,2.15824,2.1187,4760,3205,X,5340,1291,950,15546,2001,733753,2016_3,15546
National,X,2016,4,2.28139,2.19506,5074,3603,X,6848,1551,1004,18080,2028,823667,2016_4,18080
National,X,2016,5,2.41851,2.31324,5113,3749,X,7297,1622,1064,18845,2004,814657,2016_5,18845
National,X,2016,6,2.84596,2.69449,5638,4589,X,8376,1912,1175,21690,1991,804977,2016_6,21690
National,X,2016,7,3.16601,2.9892,5989,5620,X,9232,2337,1361,24539,1987,820921,2016_7,24539
National,X,2016,8,3.18382,3.11793,6279,5942,X,10009,2578,1377,26185,1943,839819,2016_8,26185
National,X,2016,9,3.34968,3.33016,6521,6335,X,11231,2585,1431,28103,1936,843894,2016_9,28103
National,X,2016,10,3.56884,3.59519,6606,7300,X,11756,2964,1602,30228,1907,840791,2016_10,30228
National,X,2016,11,3.08201,3.10588,5528,6000,X,9249,2481,1463,24721,1881,795942,2016_11,24721
National,X,2016,12,2.79895,2.80228,5162,4960,X,8414,1992,1274,21802,1885,778008,2016_12,21802
National,X,2016,13,2.48677,2.54771,4560,4454,X,7352,1945,1194,19505,1812,765590,2016_13,19505
National,X,2016,14,2.06204,2.13869,3686,3835,X,6309,1645,1119,16594,1788,775897,2016_14,16594
National,X,2016,15,2.00814,2.06495,3530,3495,X,6510,1526,1028,16089,1782,779149,2016_15,16089
National,X,2016,16,1.91023,2.00242,3436,3227,X,6248,1372,938,15221,1745,760129,2016_16,15221
National,X,2016,17,1.73567,1.79787,3120,2966,X,5496,1232,886,13700,1730,762014,2016_17,13700
National,X,2016,18,1.61214,1.62581,2754,2564,X,4664,1026,735,11743,1698,722285,2016_18,11743
National,X,2016,19,1.41552,1.48887,2837,2269,X,4006,840,660,10612,1643,712756,2016_19,10612
National,X,2016,20,1.35286,1.45832,2626,1961,X,3551,830,635,9603,1545,658498,2016_20,9603
National,X,2016,21,1.26418,1.4425,2520,1666,X,3027,705,609,8527,1307,591125,2016_21,8527
National,X,2016,22,1.22777,1.38886,2440,1587,X,2504,642,521,7694,1338,553981,2016_22,7694
National,X,2016,23,1.1919,1.19484,2158,1418,X,2204,603,506,6889,1285,576564,2016_23,6889
National,X,2016,24,1.06881,1.13307,2035,1294,X,2056,532,445,6362,1262,561482,2016_24,6362
National,X,2016,25,0.965657,1.07306,1898,1072,X,1742,445,317,5474,1131,510130,2016_25,5474
National,X,2016,26,0.889525,1.11411,1638,957,X,1517,356,272,4740,961,425451,2016_26,4740
